yelpid,closed,scrapedurl,name,rating,review,verified,pricerange,categorylist,photos,phone,address,morebusinessinfo,openingtimes,lat,lng,seg
sauvage-brooklyn,True,https://www.yelp.com/biz/sauvage-brooklyn,Sauvage,3.4,225,Claimed,$$,"New American, French, Breakfast & Brunch",257,(718) 486-6816,"905 Lorimer St Brooklyn, NY 11222","Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Limited Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Trendy, Classy, Moderate Noise, Casual Dress, Good for Groups, Good for Brunch, Dinner, Street Parking, Waiter Service, Free Wi-Fi, Full Bar, Wheelchair Accessible, Gender-neutral restrooms, Offers Catering, Not Good For Kids, Dogs Not Allowed, No TV, Bike Parking",,,,8
il-buco-alimentari-and-vineria-new-york-2,False,https://www.yelp.com/biz/il-buco-alimentari-and-vineria-new-york-2,Il Buco Alimentari & Vineria,3.6,614,Claimed,$$$,Italian,777,(212) 837-2622,"53 Great Jones St New York, NY 10012","Health Score 21.0, Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Limited Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Outdoor Seating, Casual, Classy, Moderate Noise, Casual Dress, Offers Catering, Good for Groups, Good for Dinner, Garage Parking, Street Parking, Private Lot Parking, Free Wi-Fi, Full Bar, Gender-neutral restrooms, Not Good For Kids, No TV, Bike Parking",Mon: 10:00 AM - 11:00 PM | Tue: 10:00 AM - 12:00 AM (Next day) | Wed: 10:00 AM - 11:00 PM | Thu: 10:00 AM - 11:00 PM | Fri: 10:00 AM - 12:00 AM (Next day) | Sat: 9:00 AM - 12:00 AM (Next day) | Sun: 9:00 AM - 11:00 PM,,,8
cagen-japan-restaurant-new-york-2,True,https://www.yelp.com/biz/cagen-new-york-2,Cagen,4.1,234,Claimed,$$$$,"Japanese, Sushi Bars",>1000,(212) 358-8800,"414 E 9th St New York, NY 10009","Health Score A, Takes Reservations, No Delivery, No Takeout, Many Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Classy, Quiet, Casual Dress, Good for Dinner, Street Parking, Beer & Wine Only, Gender-neutral restrooms, No Outdoor Seating, Offers Catering, Not Good For Groups, Not Good For Kids, No Waiter Service, No Wi-Fi, No Happy Hour, Dogs Not Allowed, No TV, No Heated Outdoor Seating, No Covered Outdoor Seating, No Bike Parking",Mon: Closed | Tue: 6:00 PM - 9:00 PM | Wed: 6:00 PM - 9:00 PM | Thu: 6:00 PM - 9:00 PM | Fri: 6:00 PM - 9:00 PM | Sat: 6:00 PM - 9:00 PM | Sun: 6:00 PM - 9:00 PM,,,8
salvation-burger-new-york,True,https://www.yelp.com/biz/salvation-burger-new-york,Salvation Burger,3.2,325,Claimed,$$,"Burgers, Salad, Cocktail Bars",492,(646) 277-2900,"230 E 51st St New York, NY 10022","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Apple Pay, Accepts Cryptocurrency, Casual, Moderate Noise, Casual Dress, Good for Groups, Good For Kids, Good for Dinner, Street Parking, Waiter Service, Free Wi-Fi, Background Music, Best nights on Tuesday, Saturday, Full Bar, Wheelchair Accessible, TV, Gender-neutral restrooms, No Outdoor Seating, Offers Catering, Not Good For Dancing, No Pool Table, No Smoking, No Drive-Thru, No Bike Parking",Mon: 12:00 PM - 10:30 PM | Tue: 12:00 PM - 10:30 PM | Wed: 12:00 PM - 11:00 PM | Thu: 12:00 PM - 11:00 PM | Fri: 12:00 PM - 11:00 PM | Sat: 12:00 PM - 11:00 PM | Sun: 12:00 PM - 10:30 PM,,,8
taqueria-tlaxcalli-bronx,False,https://www.yelp.com/biz/taqueria-tlaxcalli-bronx-3,Taqueria Tlaxcalli,4.4,756,Claimed,$$,Mexican,611,(347) 851-3085,"2103 Starling Ave Bronx, NY 10462","Health Score 21.0, Offers Delivery, Offers Takeout, No Reservations, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Dinner, Street Parking, Waiter Service, TV, Gender-neutral restrooms, No Outdoor Seating, No Wi-Fi, No Happy Hour, No Alcohol, No Drive-Thru, Dogs Not Allowed, Bike Parking",Mon: 10:00 AM - 12:00 AM (Next day) | Tue: 10:00 AM - 12:00 AM (Next day) | Wed: 10:00 AM - 12:00 AM (Next day) | Thu: 10:00 AM - 12:00 AM (Next day) | Fri: 10:00 AM - 1:00 AM (Next day) | Sat: 10:00 AM - 1:00 AM (Next day) | Sun: 10:00 AM - 12:00 AM (Next day),,,8
blanca-brooklyn,False,https://www.yelp.com/biz/blanca-brooklyn,Blanca,4.1,165,Claimed,$$$$,New American,723,(347) 799-2807,"261 Moore St Brooklyn, NY 11206","Takes Reservations, No Delivery, No Takeout, Accepts Credit Cards, Accepts Apple Pay, Hipster, Classy, Moderate Noise, Good for Dinner, Street Parking, Beer & Wine Only, TV, Gender-neutral restrooms, No Outdoor Seating, Offers Catering, Not Good For Groups, Not Good For Kids, No Wi-Fi, Bike Parking",Mon: Closed | Tue: Closed | Wed: 6:00 PM - 10:00 PM | Thu: 6:00 PM - 10:00 PM | Fri: 6:00 PM - 10:00 PM | Sat: 6:00 PM - 10:00 PM | Sun: Closed,,,8
timna-new-york-4,True,https://www.yelp.com/biz/timna-new-york-4,Timna,4.3,303,Claimed,$$$,"Mediterranean, Middle Eastern, Breakfast & Brunch",542,(646) 964-5181,"109 St Marks Pl New York, NY 10009","Takes Reservations, No Delivery, No Takeout, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Intimate, Classy, Casual, Moderate Noise, Casual Dress, Offers Catering, Good for Groups, Good for Dinner, Street Parking, Waiter Service, Free Wi-Fi, Beer & Wine Only, Wheelchair Accessible, No Outdoor Seating, Not Good For Kids, Dogs Not Allowed, No TV, Bike Parking","Mon: Closed | Tue: Closed | Wed: 6:00 PM - 11:00 PM | Thu: 6:00 PM - 11:00 PM | Fri: 6:00 PM - 11:00 PM | Sat: 11:00 AM - 3:30 PM, 6:00 PM - 11:00 PM | Sun: 11:00 AM - 3:30 PM",,,8
gyro96-new-york,True,https://www.yelp.com/biz/gyro96-new-york,Gyro96,4.0,146,Claimed,$,"Falafel, Halal, Middle Eastern",68,(212) 470-1089,"141 E 96th St New York, NY 10128","Offers Delivery, Offers Takeout, No Reservations, Accepts Credit Cards, Accepts Apple Pay, Accepts Android Pay, Accepts Cryptocurrency, Casual, Quiet, Casual Dress, Offers Catering, Good For Kids, Good for Lunch, Dinner, No Outdoor Seating, Not Good For Groups, No Waiter Service, No Wi-Fi, No Alcohol, Dogs Not Allowed, Not Wheelchair Accessible, No TV, Bike Parking",Mon: 10:30 AM - 9:00 PM | Tue: 10:30 AM - 9:00 PM | Wed: 10:30 AM - 9:00 PM | Thu: 10:30 AM - 9:00 PM | Fri: 10:30 AM - 9:00 PM | Sat: 11:00 AM - 9:00 PM | Sun: 11:00 AM - 9:00 PM,,,8
mariebelle-new-york-3,False,https://www.yelp.com/biz/mariebelle-new-york-4,MarieBelle,4.3,675,Claimed,$$$,"Chocolatiers & Shops, Coffee & Tea, Gelato",>1000,(212) 925-6999,"484 Broome St New York, NY 10013","Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Apple Pay, Moderate Noise, Good For Kids, Street Parking, Free Wi-Fi, Wheelchair Accessible, Gender-neutral restrooms, Women-owned, No Outdoor Seating, Offers Catering, Not Good For Working, No Drive-Thru, Dogs Not Allowed, No Bike Parking",Mon: 11:00 AM - 7:00 PM | Tue: 11:00 AM - 7:00 PM | Wed: 11:00 AM - 7:00 PM | Thu: 11:00 AM - 7:00 PM | Fri: 11:00 AM - 8:00 PM | Sat: 11:00 AM - 8:00 PM | Sun: 11:00 AM - 8:00 PM,,,8
carteles-manhattan,True,https://www.yelp.com/biz/carteles-manhattan,Carteles,3.6,16,Claimed,$,Cuban,0,(212) 614-6817,"443 E 6th St Manhattan, NY 10009","Offers Takeout, No Reservations, Accepts Credit Cards, Good For Kids, No Outdoor Seating, Not Good For Groups, No Alcohol",Mon: 4:00 PM - 2:00 AM (Next day) | Tue: 4:00 PM - 2:00 AM (Next day) | Wed: 4:00 PM - 2:00 AM (Next day) | Thu: 4:00 PM - 2:00 AM (Next day) | Fri: 4:00 PM - 2:00 AM (Next day) | Sat: 12:00 PM - 2:00 AM (Next day) | Sun: 12:00 PM - 2:00 AM (Next day),,,8
forcella-new-york-2,True,https://www.yelp.com/biz/forcella-new-york-2,Forcella,3.7,160,Claimed,$$,"Pizza, Italian, Bars",152,(212) 448-1116,"377 Park Ave S New York, NY 10016","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Apple Pay, Accepts Cryptocurrency, Trendy, Moderate Noise, Casual Dress, Offers Catering, Good for Groups, Street Parking, Free Wi-Fi, Full Bar, TV, No Outdoor Seating, Not Good For Kids, No Pool Table, Bike Parking",Mon: 10:00 AM - 2:00 AM (Next day) | Tue: 10:00 AM - 2:00 AM (Next day) | Wed: 10:00 AM - 2:00 AM (Next day) | Thu: 10:00 AM - 4:00 AM (Next day) | Fri: 10:00 AM - 4:00 AM (Next day) | Sat: 10:00 AM - 4:00 AM (Next day) | Sun: 10:00 AM - 12:00 AM (Next day),,,8
lolos-seafood-shack-new-york,False,https://www.yelp.com/biz/lolos-seafood-shack-new-york,LoLo's Seafood Shack,4.1,832,Claimed,$$,"Seafood, Caribbean, Cajun/Creole",>1000,(646) 649-3356,"303 W 116th St New York, NY 10026","Health Score A, Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Dinner, Street Parking, Paid Wi-Fi, Happy Hour Specials, Full Bar, Wheelchair Accessible, Gender-neutral restrooms, Black-owned, Women-owned, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, No Waiter Service, Dogs Not Allowed, No TV, Plastic-free packaging, Provides reusable tableware, No Bike Parking",Mon: Closed | Tue: 12:00 PM - 9:00 PM | Wed: 12:00 PM - 9:00 PM | Thu: 12:00 PM - 9:00 PM | Fri: 12:00 PM - 10:00 PM | Sat: 12:00 PM - 10:00 PM | Sun: 11:00 AM - 9:00 PM,,,8
takashi-new-york,True,https://www.yelp.com/biz/takashi-new-york,Takashi,4.2,982,Claimed,$$$,"Japanese, Korean, Barbeque",>1000,(212) 414-2929,"456 Hudson St New York, NY 10014","Takes Reservations, No Delivery, No Takeout, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Trendy, Moderate Noise, Good for Groups, Good for Dinner, Street Parking, Beer & Wine Only, Gender-neutral restrooms, No Outdoor Seating, Offers Catering, Not Good For Kids, No Wi-Fi, Dogs Not Allowed, No TV, Bike Parking",Mon: 6:00 PM - 11:00 PM | Tue: 6:00 PM - 11:00 PM | Wed: 6:00 PM - 11:00 PM | Thu: 6:00 PM - 11:00 PM | Fri: 5:30 PM - 11:00 PM | Sat: 5:30 PM - 11:00 PM | Sun: 5:00 PM - 10:30 PM,,,9
empell%c3%b3n-taqueria-new-york,False,https://www.yelp.com/biz/empell%C3%B3n-taqueria-and-bar-new-york,Empellón Taqueria & Bar,3.7,761,Claimed,$$,"Mexican, Venues & Event Spaces, Bars",461,(212) 380-1089,"230 W 4th St New York, NY 10014","No Reservations, No Takeout, Pescatarian Options, Vegan Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Trendy, Classy, Moderate Noise, Good for Groups, Good For Kids, Good for Dinner, Street Parking, Happy Hour Specials, Full Bar, Wheelchair Accessible, Gender-neutral restrooms, Open to All, Covered Outdoor Seating, Offers Catering, Not Good For Dancing, No Waiter Service, No Wi-Fi, No Smoking, No Drive-Thru, No TV, No Heated Outdoor Seating, No Private Dining, Bike Parking",Mon: 4:00 PM - 11:00 PM | Tue: 4:00 PM - 11:00 PM | Wed: 4:00 PM - 12:00 AM (Next day) | Thu: 4:00 PM - 12:00 AM (Next day) | Fri: 1:00 PM - 2:00 AM (Next day) | Sat: 1:00 PM - 2:00 AM (Next day) | Sun: 1:00 PM - 10:00 PM,,,9
polish-g-i-delicatessen-new-york,True,https://www.yelp.com/biz/polish-g-i-delicatessen-new-york,Polish G.I. Delicatessen,4.6,37,Claimed,$,"Grocery, Delis",25,(212) 982-7893,"109 First Ave New York, NY 10003","No Reservations, No Delivery, Accepts Credit Cards, Casual, Quiet, Offers Catering, Good For Kids, Street Parking, Beer & Wine Only, No Outdoor Seating, Not Good For Groups, No Wi-Fi, No TV, Bike Parking",Mon: 7:00 AM - 7:00 PM | Tue: 7:00 AM - 7:00 PM | Wed: 7:00 AM - 7:00 PM | Thu: 7:00 AM - 7:00 PM | Fri: 7:00 AM - 7:00 PM | Sat: 7:00 AM - 7:00 PM | Sun: 7:00 AM - 7:00 PM,,,9
thursday-kitchen-new-york,False,https://www.yelp.com/biz/thursday-kitchen-new-york,Thursday Kitchen,4.4,1812,Claimed,$$,"Korean, New American, Tapas/Small Plates",>1000,NA,"424 E 9th St New York, NY 10009","Health Score A, Offers Delivery, Offers Takeout, No Reservations, Pescatarian Options, Vegan Options, Limited Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Casual, Trendy, Loud, Good for Groups, Good for Dinner, Street Parking, Waiter Service, Beer & Wine Only, Gender-neutral restrooms, Covered Outdoor Seating, Offers Catering, Not Good For Kids, No Wi-Fi, No Happy Hour, Dogs Not Allowed, Not Wheelchair Accessible, No TV, Provides reusable tableware, No Bike Parking",Mon: 6:00 PM - 10:30 PM | Tue: 6:00 PM - 10:30 PM | Wed: 6:00 PM - 10:30 PM | Thu: 6:00 PM - 10:30 PM | Fri: 5:00 PM - 11:30 PM | Sat: 5:00 PM - 11:30 PM | Sun: 5:00 PM - 10:30 PM,,,9
hanjan-new-york,True,https://www.yelp.com/biz/hanjan-new-york,Hanjan,3.8,416,Claimed,$$$,"Korean, Wine Bars",554,(212) 206-7226,"36 W 26th St New York, NY 10010","Takes Reservations, Offers Takeout, No Delivery, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Trendy, Classy, Moderate Noise, Casual Dress, Offers Catering, Good for Groups, Good for Dinner, Street Parking, Best nights on Saturday, Happy Hour Specials, Full Bar, Gender-neutral restrooms, No Outdoor Seating, Not Good For Kids, Not Good For Dancing, No Wi-Fi, No TV, No Bike Parking","Mon: 12:00 PM - 2:15 PM, 5:30 PM - 1:00 AM (Next day) | Tue: 12:00 PM - 2:15 PM, 5:30 PM - 1:00 AM (Next day) | Wed: 12:00 PM - 2:15 PM, 5:30 PM - 1:00 AM (Next day) | Thu: 12:00 PM - 2:15 PM, 5:30 PM - 1:00 AM (Next day) | Fri: 12:00 PM - 2:15 PM, 5:30 PM - 1:00 AM (Next day) | Sat: 5:30 PM - 1:00 AM (Next day) | Sun: Closed",,,9
betony-new-york,True,https://www.yelp.com/biz/betony-new-york,Betony,3.8,345,Claimed,$$$$,"New American, Bars",554,(212) 465-2400,"41 W 57th St New York, NY 10019","Takes Reservations, No Delivery, No Takeout, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Classy, Moderate Noise, Good for Groups, Street Parking, Full Bar, No Outdoor Seating, Offers Catering, Not Good For Kids, No Pool Table, No Wi-Fi, No TV, No Bike Parking","Mon: 12:00 PM - 2:00 PM, 5:30 PM - 10:00 PM | Tue: 12:00 PM - 2:00 PM, 5:30 PM - 10:00 PM | Wed: 12:00 PM - 2:00 PM, 5:30 PM - 10:00 PM | Thu: 12:00 PM - 2:00 PM, 5:30 PM - 10:00 PM | Fri: 12:00 PM - 2:00 PM, 5:30 PM - 10:30 PM | Sat: 5:30 PM - 10:30 PM | Sun: Closed",,,9
montmartre-new-york-6,True,https://www.yelp.com/biz/montmartre-new-york-6,Montmartre,3.9,199,Claimed,$$$,French,146,(646) 596-8838,"158 8th Ave New York, NY 10011","Takes Reservations, No Delivery, No Takeout, Accepts Credit Cards, Outdoor Seating, Casual, Moderate Noise, Casual Dress, Good for Groups, Street Parking, Full Bar, Offers Catering, Not Good For Kids, No Wi-Fi, No TV, Bike Parking",Mon: 5:00 PM - 11:00 PM | Tue: 5:00 PM - 11:00 PM | Wed: 5:00 PM - 11:00 PM | Thu: 5:00 PM - 11:00 PM | Fri: 11:30 AM - 12:00 AM (Next day) | Sat: 10:30 AM - 12:00 AM (Next day) | Sun: 10:30 AM - 11:00 PM,,,9
zizi-limona-brooklyn,True,https://www.yelp.com/biz/zizi-limona-brooklyn,Zizi Limona,4.2,397,Claimed,$$,"Mediterranean, Middle Eastern",449,(347) 763-1463,"129 Havemeyer St Brooklyn, NY 11211","Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Outdoor Seating, Classy, Casual, Moderate Noise, Casual Dress, Offers Catering, Good for Groups, Good For Kids, Good for Dinner, Street Parking, Free Wi-Fi, Beer & Wine Only, Dogs Allowed, Wheelchair Accessible, Gender-neutral restrooms, No TV, Bike Parking",Mon: Closed | Tue: Closed | Wed: Closed | Thu: Closed | Fri: Closed | Sat: Closed | Sun: 11:00 AM - 11:15 AM,,,9
uncle-zhou-elmhurst,True,https://www.yelp.com/biz/uncle-zhou-elmhurst,Uncle Zhou,3.9,214,Claimed,$,Chinese,396,(718) 393-0888,"83-29 Broadway Elmhurst, NY 11373","Offers Delivery, Offers Takeout, No Reservations, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Casual, Moderate Noise, Good for Groups, Good For Kids, Good for Lunch, Dinner, Street Parking, Waiter Service, TV, Gender-neutral restrooms, No Outdoor Seating, Offers Catering, No Wi-Fi, No Alcohol, Bike Parking",Mon: 11:00 AM - 11:00 PM | Tue: Closed | Wed: 11:00 AM - 11:00 PM | Thu: 11:00 AM - 11:00 PM | Fri: 11:00 AM - 11:00 PM | Sat: 11:00 AM - 11:00 PM | Sun: 11:00 AM - 11:00 PM,,,9
m-and-t-restaurant-flushing,True,https://www.yelp.com/biz/m-and-t-restaurant-flushing,M & T Restaurant,3.8,18,Claimed,$$,Chinese,14,(718) 539-4100,"44-09 Kissena Blvd Flushing, NY 11355","Takes Reservations, Offers Takeout, No Delivery, Accepts Credit Cards, Moderate Noise, Good For Kids, Street Parking, Beer & Wine Only, No Outdoor Seating, Offers Catering, Not Good For Groups, No Wi-Fi, No TV",,,,9
gimme-coffee-new-york,True,https://www.yelp.com/biz/gimme-coffee-new-york,Gimme! Coffee,4.2,286,Claimed,$,Coffee & Tea,93,NA,"228 Mott St New York, NY 10012","Offers Takeout, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Outdoor Seating, Street Parking, Offers Catering, Not Good For Working, No Wi-Fi, Bike Parking",Mon: 7:30 AM - 6:00 PM | Tue: 7:30 AM - 6:00 PM | Wed: 7:30 AM - 6:00 PM | Thu: 7:30 AM - 6:00 PM | Fri: 7:30 AM - 6:00 PM | Sat: 8:30 AM - 6:30 PM | Sun: 8:30 AM - 6:30 PM,,,9
buvette-new-york,False,https://www.yelp.com/biz/buvette-new-york,Buvette,4.0,2215,Claimed,$$,"French, Wine Bars, Cocktail Bars",>1000,(212) 255-3590,"42 Grove St New York, NY 10014","Health Score A, Offers Delivery, Offers Takeout, No Reservations, Many Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Intimate, Moderate Noise, Casual Dress, Good for Groups, Good for Brunch, Street Parking, Waiter Service, Best nights on Monday, Saturday, Full Bar, Gender-neutral restrooms, Women-owned, Open to All, Heated Outdoor Seating, Covered Outdoor Seating, Offers Catering, Not Good For Kids, Not Good For Dancing, Not Good For Working, No Wi-Fi, No Happy Hour, No Smoking, Dogs Not Allowed, Not Wheelchair Accessible, No TV, Bike Parking, Provides reusable tableware",Mon: 8:00 AM - 12:00 AM (Next day) | Tue: 8:00 AM - 12:00 AM (Next day) | Wed: 8:00 AM - 12:00 AM (Next day) | Thu: 8:00 AM - 12:00 AM (Next day) | Fri: 8:00 AM - 12:00 AM (Next day) | Sat: 8:00 AM - 12:00 AM (Next day) | Sun: 8:00 AM - 12:00 AM (Next day),,,9
krescendo-brooklyn-2,True,https://www.yelp.com/biz/krescendo-brooklyn-2,Krescendo,3.6,109,Claimed,$$,"Pizza, Italian",65,(718) 330-0888,"364 Atlantic Ave Brooklyn, NY 11217","Offers Takeout, No Reservations, No Delivery, Accepts Credit Cards, Trendy, Casual, Moderate Noise, Casual Dress, Good for Groups, Good For Kids, Street Parking, Full Bar, No Outdoor Seating, Offers Catering, No Wi-Fi, No TV",Mon: Closed | Tue: 5:30 PM - 10:30 PM | Wed: 5:30 PM - 10:30 PM | Thu: 5:30 PM - 10:30 PM | Fri: 5:30 PM - 11:00 PM | Sat: 5:30 PM - 11:00 PM | Sun: 5:30 PM - 11:00 PM,,,9
punda-tibetan-restaurant-sunnyside-3,True,https://www.yelp.com/biz/punda-tibetan-restaurant-sunnyside-3,Punda Tibetan Restaurant,3.9,75,Claimed,$$,"Himalayan/Nepalese, Indian",104,NA,"3935 47th Ave Sunnyside, NY 11104","Takes Reservations, Offers Takeout, Many Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Outdoor Seating, Casual, Classy, Quiet, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Dinner, Street Parking, Waiter Service, Free Wi-Fi, Gender-neutral restrooms, No Alcohol, Dogs Not Allowed, Not Wheelchair Accessible, No TV, Bike Parking",Mon: 12:00 PM - 11:00 PM | Tue: 12:00 PM - 11:00 PM | Wed: 12:00 PM - 11:00 PM | Thu: 12:00 PM - 11:00 PM | Fri: 12:00 PM - 11:30 PM | Sat: 12:00 PM - 11:30 PM | Sun: 12:00 PM - 11:30 PM,,,9
casa-del-chef-woodside,True,https://www.yelp.com/biz/casa-del-chef-bistro-woodside-2,Casa Del Chef Bistro,4.5,226,Claimed,$$,"New American, Desserts, Wine Bars",483,(718) 457-9000,"39-06 1/2 64th St Woodside, NY 11377","Takes Reservations, Offers Delivery, Offers Takeout, Walk-ins Welcome, Vegan Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Intimate, Classy, Moderate Noise, Casual Dress, Offers Catering, Good for Dinner, Street Parking, Waiter Service, Best nights on Wednesday, Friday, Full Bar, Smoking Outside Only, Gender-neutral restrooms, Open to All, Not Good For Groups, Not Good For Kids, Not Good For Dancing, No Wi-Fi, Dogs Not Allowed, Not Wheelchair Accessible, No TV, No Bike Parking",Mon: Closed | Tue: Closed | Wed: 4:00 PM - 10:00 PM | Thu: 4:00 PM - 10:00 PM | Fri: 4:00 PM - 10:00 PM | Sat: 4:00 PM - 10:00 PM | Sun: 4:00 PM - 10:00 PM,,,9
the-beatrice-inn-new-york,True,https://www.yelp.com/biz/the-beatrice-inn-new-york,The Beatrice Inn,3.3,381,Claimed,$$$,"Steakhouses, American, Cocktail Bars",427,(212) 675-2808,"285 W 12th St New York, NY 10014","Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Trendy, Classy, Moderate Noise, Casual Dress, Good for Groups, Good for Dinner, Street Parking, Best nights on Wednesday, Friday, Saturday, Full Bar, TV, Gender-neutral restrooms, No Outdoor Seating, Offers Catering, Not Good For Kids, Not Good For Dancing, No Pool Table, No Wi-Fi, No Smoking, Bike Parking","Mon: Closed | Tue: 5:00 PM - 9:00 PM | Wed: 5:00 PM - 9:00 PM | Thu: 12:00 PM - 4:00 PM, 5:00 PM - 9:00 PM | Fri: 12:00 PM - 4:00 PM, 5:00 PM - 9:00 PM | Sat: 12:00 PM - 4:00 PM, 5:00 PM - 9:00 PM | Sun: Closed",,,9
khao-man-gai-ny-long-island-city,True,https://www.yelp.com/biz/khao-man-gai-ny-long-island-city,Khao Man Gai NY,4.3,58,Claimed,$,Thai,47,(917) 929-2080,"31-00 47th Ave Long Island City, NY 11101","Offers Takeout, No Reservations, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Garage Parking, Street Parking, Wheelchair Accessible, No Outdoor Seating, No Waiter Service, No Wi-Fi, No Alcohol, Dogs Not Allowed, No TV, Bike Parking",Mon: 11:00 AM - 3:00 PM | Tue: 11:00 AM - 3:00 PM | Wed: 11:00 AM - 3:00 PM | Thu: 11:00 AM - 3:00 PM | Fri: 11:00 AM - 3:00 PM | Sat: Closed | Sun: Closed,,,9
